Product keyword,Seller Facing Fee Category,Risk Factor
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Curcumin",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Dong Quai",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Echinacea",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Evening Primrose",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Flaxseed",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts - Acai Berry",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts - Bilberry & Blueberry",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts - Cranberry",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts - Elderberry",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts - Grape Seed",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts - Pomegranate",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Fruit Extracts - Raspberry Ketones",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Garcinia Cambogia",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Garlic",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Ginger",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Ginkgo Biloba",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Ginseng",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Goldenseal",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Green Coffee",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Green Tea",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Hawthorn",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Horny Goat Weed",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Kelp",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Licorice Root",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Maca",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Marshmallow Root",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Milk Thistle",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Muira Puama",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Mushrooms",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Neem",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Nettle",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Noni",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Olive Leaf",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Oregano",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Psyllium",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Red Yeast Rice",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Saw Palmetto",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Spirulina",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - St. John's Wort",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Stevia",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Tribulus",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Triphala",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Turmeric",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Valerian",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Herbal Supplements - Wheatgrass",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Hyaluronic Acid",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Lipid - Choline",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Lipid - Lecithin",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Boron",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Calcium",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Calcium - Calcium-Vitamin D Combination",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Chromium",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Copper",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Iodine",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Iron",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Magnesium",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Multiminerals",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Potassium",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Selenium",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Sodium",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Trace Minerals",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Minerals - Zinc",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - MSM",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Probiotics",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Probiotics - Acidophilus",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Probiotics - Bifidobacteria",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Probiotics - Lactobacillus",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Probiotics - Saccharomyces Boulardii",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Royal Jelly",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Vinegar Capsules",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Vitamins",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Vitamins - Ester-C",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Vitamins - K-Mag",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Vitamins - Multivitamins",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Vitamins - Prenatal Vitamins",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
"health - Diet & Nutrition - Vitamins, Minerals & Supplements - Vitamins - Vitamin A",Health and Household - Vitamins & Mineral Health Supplements,Low Risk
